customer_id,birth_year,education_level,marital_status,annual_income,num_children,num_teenagers,registration_date,days_since_last_purchase,spend_wines,spend_fruits,spend_meat,spend_fish,spend_sweets,spend_gold,deals_purchases,web_purchases,catalog_purchases,store_purchases,monthly_web_visits,has_complaint,target
237,1973,Bachelor,Married,79593.0,0,0,2014-12-05,70,350,60,568,110,133,145,1,5,6,7,2,0,0
238,1955,Doctorate,Single,49667.0,0,0,2012-08-20,35,1181,26,120,17,13,39,2,5,10,5,8,0,1
239,1970,Doctorate,Partner,64413.0,0,1,2013-01-08,27,200,5,44,0,10,20,1,5,1,5,5,0,0
240,1969,Master,Single,62772.0,0,1,2013-05-19,74,581,49,157,43,8,108,1,5,6,11,2,0,0
241,1970,Bachelor,Single,93790.0,0,0,2014-12-02,16,1302,68,731,89,114,45,0,6,7,12,2,0,1
242,1983,Master,Married,27100.0,1,0,2013-05-04,64,12,0,13,2,0,10,1,1,0,3,7,0,0
243,1946,Bachelor,Married,18100.0,0,0,2013-06-08,14,3,1,2,4,3,1,1,0,0,3,5,0,0
244,1981,Bachelor,Single,72066.0,0,0,2014-06-23,55,1003,34,536,134,51,34,1,4,6,6,2,0,1
245,1979,Bachelor,Single,60474.0,0,1,2013-01-04,25,265,199,303,234,9,170,7,10,2,12,7,0,0
246,1960,Master,Partner,73113.0,0,0,2013-12-26,86,741,19,154,50,9,28,1,3,4,7,2,0,0
247,1986,Bachelor,Married,92910.0,0,0,2014-04-24,42,551,137,792,179,103,33,1,6,7,13,1,0,0
248,1958,Doctorate,Partner,84460.0,0,0,2013-04-01,80,152,27,103,106,54,81,0,9,9,4,5,0,1
249,1964,Bachelor,Married,49096.0,1,1,2013-09-24,15,144,1,32,2,1,7,4,4,1,4,7,0,0
250,1944,Bachelor,Married,55956.0,0,0,2014-07-04,22,760,38,104,50,9,38,2,7,3,4,4,0,0
251,1976,Bachelor,Married,53359.0,1,1,2013-05-27,4,173,4,30,3,6,41,4,5,1,4,7,0,0
252,1986,Master,Single,21888.0,1,0,2012-12-29,15,88,10,46,2,3,64,4,5,1,2,10,0,1
253,1971,Bachelor,Married,43824.0,1,1,2012-09-15,18,96,1,42,12,3,32,4,3,1,4,8,0,0
254,1972,Bachelor,Single,44503.0,1,1,2014-04-16,83,31,1,8,0,0,8,2,2,0,3,6,0,0
255,1972,Bachelor,Married,80134.0,1,0,2013-05-20,40,1218,16,272,104,0,80,2,5,3,6,6,0,1
256,1956,Bachelor,Divorced,26150.0,2,1,2013-11-03,61,5,1,13,3,5,1,1,1,0,3,7,0,0
257,1977,Bachelor,Partner,157146.0,0,0,2013-04-29,13,1,0,1725,2,1,1,0,0,28,0,1,0,0
258,1963,Master,Single,64191.0,0,1,2013-01-22,30,420,15,186,151,38,15,3,5,3,13,3,0,0
259,1952,Bachelor,Married,49413.0,0,1,2013-10-25,88,205,7,41,3,2,46,2,4,2,5,5,0,0
260,1980,High School,Married,16005.0,1,0,2012-08-14,69,1,3,2,20,30,47,3,2,1,2,8,0,0
261,1956,Doctorate,Partner,77376.0,1,1,2014-10-05,72,492,19,110,16,12,12,4,6,3,10,4,0,0
262,1982,Bachelor,Partner,61416.0,0,0,2013-08-02,25,848,154,323,201,61,78,1,10,3,10,6,0,0
263,1958,Doctorate,Partner,51518.0,0,1,2013-03-10,92,350,8,66,17,4,4,2,3,2,10,3,0,0
264,1989,Associate,Partner,38683.0,1,0,2012-04-10,80,46,35,69,84,41,66,6,4,1,6,7,0,0
265,1951,Bachelor,Married,32871.0,1,1,2013-09-03,28,22,2,12,0,2,5,1,1,0,3,4,0,0
266,1957,Bachelor,Married,73803.0,0,1,2012-01-08,61,833,80,363,52,26,174,2,9,5,6,6,0,1
267,1973,Bachelor,Partner,55593.0,0,1,2013-08-21,63,293,8,124,11,4,106,2,6,6,3,6,0,0
268,1982,Master,Single,6560.0,0,0,2013-12-12,2,67,11,26,4,3,262,0,1,0,1,17,0,0
269,1956,Doctorate,Partner,76542.0,0,0,2013-03-30,91,794,73,573,0,29,14,1,4,8,10,2,0,0
270,1986,Doctorate,Single,29999.0,1,0,2013-02-13,22,68,7,59,10,5,11,4,3,1,4,8,0,0
271,1971,Doctorate,Married,71969.0,0,1,2012-10-16,59,1000,0,76,0,0,10,3,3,4,9,8,0,0
272,1981,Bachelor,Single,58684.0,0,0,2014-06-16,71,479,35,179,28,7,85,1,5,3,12,2,0,0
273,1965,Doctorate,Widowed,54111.0,0,1,2013-08-25,97,267,6,54,8,3,50,2,5,2,6,5,0,0
274,1981,High School,Married,24480.0,1,0,2013-11-02,46,4,19,9,28,25,17,3,3,0,4,7,0,0
275,1963,Bachelor,Married,22419.0,0,0,2013-04-18,74,30,3,47,19,21,42,1,3,2,2,8,0,0
276,1976,Doctorate,Divorced,70179.0,0,1,2013-07-21,10,532,88,168,69,44,133,3,7,3,13,5,0,0
277,1992,High School,Single,15253.0,1,0,2013-10-28,13,1,3,3,8,1,13,2,1,0,3,7,0,0
278,1970,Bachelor,Married,13260.0,1,1,2013-08-23,48,9,4,17,10,2,7,4,3,0,3,8,0,0
279,1978,Bachelor,Partner,41154.0,0,1,2013-09-04,98,44,2,11,2,3,7,1,1,0,4,5,0,0
280,1983,Bachelor,Partner,43776.0,1,0,2014-03-05,77,8,0,9,2,1,3,1,1,0,2,6,0,0
281,1973,Doctorate,Married,85844.0,0,0,2014-05-29,62,938,19,843,25,95,38,1,6,6,7,2,0,0
282,1969,Master,Single,39858.0,1,0,2013-01-24,67,15,20,25,2,7,26,1,2,0,4,6,0,1
283,1976,Associate,Married,23718.0,1,0,2013-02-09,76,6,3,14,15,7,36,3,3,1,2,7,0,0
284,1988,Master,Married,78285.0,0,0,2013-10-28,13,647,107,391,175,67,40,1,6,4,10,3,0,0
285,1967,Bachelor,Divorced,70647.0,0,1,2012-09-21,65,561,85,171,25,123,114,2,4,7,13,2,0,0
286,1951,Bachelor,Married,75903.0,0,1,2013-08-04,50,340,108,185,130,38,100,2,6,6,9,3,0,0
287,1980,Associate,Married,96547.0,0,0,2014-05-23,4,448,21,125,52,101,62,0,7,6,8,2,0,1
288,1948,Bachelor,Single,90842.0,0,0,2013-07-29,57,774,70,118,182,187,93,1,4,9,13,1,0,0
289,1988,Associate,Married,23331.0,1,0,2012-04-09,92,5,36,7,0,10,45,2,3,0,3,8,0,0
290,1951,Bachelor,Married,71965.0,0,1,2013-07-29,21,572,19,286,50,38,248,3,6,3,5,3,0,0
291,1968,Doctorate,Married,55954.0,0,1,2014-03-03,63,447,0,28,0,0,43,3,8,2,6,7,0,0
292,1988,Bachelor,Single,39747.0,1,0,2014-04-13,43,80,15,93,20,13,52,3,5,1,4,8,0,0
293,1953,Doctorate,Married,55707.0,0,1,2013-12-22,91,208,7,82,30,66,35,2,3,2,9,3,0,0
294,1986,Bachelor,Divorced,41411.0,0,0,2013-07-12,11,37,32,38,11,3,18,1,2,1,4,6,0,0
295,1954,Bachelor,Single,46344.0,1,1,2014-08-03,38,11,1,6,2,1,6,2,1,1,2,5,0,0
296,1966,Master,Married,33585.0,0,1,2013-09-25,91,30,11,33,13,6,29,1,2,0,4,4,0,0
297,1974,Doctorate,Single,30899.0,1,0,2012-10-13,35,24,0,8,0,0,1,2,1,0,3,6,0,0
298,1976,Master,Partner,30560.0,1,0,2013-06-27,6,9,1,5,4,5,7,1,1,0,3,7,0,0
299,1987,Bachelor,Single,23442.0,1,0,2012-12-24,71,2,0,6,8,6,5,1,1,0,3,7,0,0
300,1957,Bachelor,Widowed,65486.0,0,1,2014-12-05,29,245,19,125,37,67,14,1,4,2,10,2,0,0
301,1952,Bachelor,Single,75127.0,0,0,2014-05-22,92,203,35,305,46,17,227,1,2,11,5,1,0,0
302,1970,Bachelor,Divorced,33986.0,1,0,2013-03-14,43,16,2,18,2,1,5,1,1,0,3,7,0,0
303,1973,Doctorate,Partner,55012.0,0,1,2014-03-21,85,582,0,65,0,0,13,6,8,2,9,5,0,0
304,1989,Bachelor,Single,81217.0,0,0,2013-07-19,77,493,70,324,146,40,84,1,3,7,11,1,0,0
305,1985,Bachelor,Single,29760.0,1,0,2012-08-29,87,64,4,68,7,5,17,4,3,1,4,8,0,0
306,1953,Bachelor,Single,40464.0,0,1,2013-11-01,78,424,17,118,7,23,41,6,8,2,8,8,0,0
307,1972,Master,Married,57136.0,1,1,2013-09-07,48,306,5,109,21,109,92,9,5,2,10,6,0,0
308,1949,Master,Partner,49912.0,0,1,2012-07-09,5,520,8,223,32,49,42,4,10,5,7,8,0,1
309,1954,Doctorate,Married,62670.0,0,1,2014-02-02,57,539,30,92,80,46,38,1,5,3,13,3,0,0
310,1973,Doctorate,Married,37401.0,1,0,2014-06-05,14,19,3,19,3,1,3,2,2,0,3,7,0,0
311,1952,Bachelor,Divorced,82623.0,0,0,2013-10-11,58,204,34,204,172,153,173,1,2,9,4,1,0,0
312,1976,Bachelor,Married,59809.0,0,2,2012-10-18,36,598,16,141,32,41,49,3,3,3,6,8,0,0
313,1949,Doctorate,Widowed,54356.0,0,1,2012-11-19,62,710,15,30,20,0,0,3,11,2,8,8,0,1
314,1964,Bachelor,Partner,63404.0,0,2,2014-06-06,97,734,26,70,11,44,17,2,6,3,4,4,0,0
315,1959,Master,Partner,82576.0,0,0,2012-01-08,66,1206,55,445,168,18,18,1,2,4,12,1,0,0
316,1954,Bachelor,Partner,53103.0,0,1,2013-12-09,70,729,17,133,11,0,195,5,10,6,7,7,0,0
317,1951,Master,Partner,29298.0,1,1,2013-07-09,60,6,0,2,2,0,1,1,1,0,2,5,0,0
318,1977,Bachelor,Married,31353.0,1,1,2013-12-29,24,10,0,10,3,1,7,2,1,1,2,8,0,1
319,1977,Bachelor,Partner,46931.0,2,1,2014-04-24,94,41,0,17,3,1,16,2,1,1,3,3,0,0
320,1976,Master,Married,33181.0,1,0,2014-03-01,90,9,0,3,0,0,4,1,1,0,2,6,0,0
321,1981,Doctorate,Married,87171.0,0,0,2013-01-05,27,1001,44,107,58,44,44,1,6,7,11,2,0,0
322,1978,Bachelor,Divorced,55563.0,0,1,2014-05-04,22,29,1,9,2,0,2,1,2,0,3,3,0,0
323,1951,Master,Married,67381.0,0,1,2013-01-15,67,815,8,53,11,0,70,4,2,2,9,7,0,0
324,1958,Doctorate,Partner,78952.0,0,1,2012-09-24,11,1170,19,594,99,76,134,2,2,5,12,6,0,0
325,1987,Associate,Single,23830.0,0,0,2014-07-02,3,1,8,6,4,8,16,1,1,0,3,7,0,0
326,1977,Doctorate,Divorced,34487.0,1,1,2012-06-09,94,19,18,33,24,1,8,3,3,0,3,9,0,0
327,1980,Bachelor,Married,37406.0,1,0,2013-10-10,18,2,0,8,2,2,3,1,1,0,2,8,0,1
328,1971,Bachelor,Married,18793.0,1,0,2013-12-01,14,4,16,20,0,17,20,3,2,0,4,8,0,0
329,1956,Bachelor,Married,15759.0,0,0,2013-05-09,12,1,2,5,6,0,3,1,1,0,2,7,0,0
330,1960,Bachelor,Widowed,47916.0,0,1,2012-11-22,72,505,0,26,0,0,75,5,7,4,6,6,0,0
331,1975,Master,Married,44319.0,1,1,2014-04-17,18,26,0,8,0,0,3,2,2,0,3,5,0,0
332,1965,Master,Married,53843.0,0,1,2013-06-27,64,378,0,88,19,4,73,4,8,5,3,7,0,0
333,1976,Bachelor,Single,20180.0,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0
334,1960,Bachelor,Divorced,62204.0,0,2,2012-12-09,38,317,46,247,151,46,139,1,4,5,12,3,0,0
335,1958,Bachelor,Partner,28087.0,1,1,2012-11-12,77,53,8,17,13,0,21,3,2,2,2,7,0,0
336,1957,Bachelor,Married,71113.0,0,1,2013-12-17,95,495,33,255,11,33,8,4,6,7,9,4,0,0
337,1968,Bachelor,Single,36065.0,1,1,2013-03-31,54,18,7,34,10,2,3,3,3,0,3,8,0,0
338,1954,Bachelor,Married,50501.0,1,1,2013-06-18,10,297,0,38,13,0,152,7,5,4,4,6,0,1
339,1958,Bachelor,Partner,69096.0,0,1,2013-09-27,4,247,49,159,7,82,109,1,5,2,10,4,0,0
340,1984,Bachelor,Single,52413.0,1,0,2012-03-11,67,185,8,133,56,56,12,2,7,1,7,7,0,0
341,1954,Doctorate,Married,57744.0,0,1,2013-12-11,91,350,3,39,0,0,19,2,9,1,4,8,0,0
342,1950,Master,Divorced,63120.0,0,1,2012-09-28,53,965,69,279,54,41,69,5,8,4,9,7,0,1
343,1957,Bachelor,Widowed,66033.0,0,1,2013-01-20,76,293,35,179,46,59,65,2,8,3,7,7,0,0
344,1968,Master,Divorced,63841.0,0,1,2013-04-21,64,635,15,100,20,7,131,1,9,3,9,6,0,0
345,1963,Bachelor,Partner,54414.0,1,1,2013-01-23,49,109,18,16,24,26,18,4,3,1,5,4,0,0
346,1958,Associate,Partner,26490.0,0,0,2012-09-22,92,45,47,52,21,20,25,2,3,1,5,6,0,0
347,1972,Master,Married,76234.0,0,1,2014-06-02,21,519,50,167,130,0,41,1,8,3,11,3,0,0
348,1987,Bachelor,Married,7500.0,0,0,2013-09-01,94,0,2,3,4,1,5,1,0,0,3,6,0,0
349,1955,Bachelor,Married,80395.0,0,0,2013-11-23,62,445,25,706,80,76,48,1,6,5,12,2,0,0
350,1970,Doctorate,Partner,65968.0,0,1,2014-12-05,12,376,9,83,19,4,4,2,5,4,7,3,0,0
351,1962,Bachelor,Single,50785.0,1,1,2013-10-09,27,64,1,21,0,1,27,2,2,1,3,6,0,0
352,1973,Doctorate,Partner,20427.0,1,0,2014-03-24,63,5,0,4,0,0,1,1,1,0,2,8,0,0
353,1969,High School,Partner,22390.0,0,0,2013-10-21,49,0,1,4,15,1,5,1,1,0,2,7,0,0
354,1976,Bachelor,Partner,85606.0,0,1,2012-12-11,89,717,42,864,219,30,84,2,6,7,9,3,0,0
355,1970,Doctorate,Divorced,35682.0,1,0,2014-06-27,34,23,0,8,6,2,18,1,1,1,3,2,0,0
356,1963,Doctorate,Married,53378.0,1,1,2012-09-24,41,489,6,152,8,6,132,10,9,4,6,8,0,1
357,1977,Bachelor,Married,41443.0,1,0,2014-01-04,79,171,7,171,25,19,89,6,8,1,5,8,0,0
358,1951,High School,Married,26997.0,0,0,2012-05-11,89,7,23,78,133,49,144,2,4,2,5,7,0,0
359,1956,Doctorate,Married,66334.0,0,1,2013-03-04,82,909,11,218,0,0,23,2,9,3,5,5,0,1
360,1970,Bachelor,Single,33697.0,1,0,2013-09-15,34,4,3,7,0,3,11,1,1,0,2,7,0,0
361,1955,Bachelor,Single,,0,1,2013-10-18,95,264,0,21,12,6,147,3,6,1,5,7,0,0
362,1952,Associate,Single,64831.0,1,1,2013-10-06,51,480,86,249,75,86,144,8,6,3,5,6,0,0
363,1973,Bachelor,Single,65333.0,0,1,2014-01-17,58,654,7,92,0,15,30,7,9,4,8,6,0,0
364,1978,Associate,Married,12393.0,0,0,2012-04-12,38,5,6,15,11,7,13,1,2,0,3,9,0,0
365,1958,Bachelor,Married,67267.0,0,1,2014-05-13,0,134,11,59,15,2,30,1,3,2,5,2,0,0
366,1956,Master,Partner,14661.0,0,0,2013-01-01,88,4,1,11,6,2,2,1,1,0,3,6,0,0
367,1949,Master,Married,81698.0,0,0,2013-06-11,4,179,28,520,111,123,47,1,3,8,13,1,0,1
368,1951,Bachelor,Partner,86610.0,0,0,2013-05-09,66,446,107,768,33,196,53,1,5,6,6,2,0,0
369,1990,Bachelor,Single,96843.0,0,0,2013-04-23,60,448,71,951,40,17,17,1,6,11,10,2,0,1
370,1954,Doctorate,Married,70421.0,0,1,2014-06-28,98,479,28,136,75,14,35,3,10,3,7,6,0,0
371,1957,Bachelor,Married,43140.0,0,1,2013-05-01,68,134,8,76,6,0,11,1,4,1,5,6,0,0
372,1956,Master,Single,55284.0,0,1,2012-12-24,60,547,7,140,0,7,63,3,7,5,8,5,0,0
373,1966,Doctorate,Partner,30843.0,1,1,2014-05-26,43,24,0,2,0,0,9,2,1,1,2,5,0,0
374,1965,Master,Widowed,51390.0,1,1,2012-08-09,54,205,20,47,23,2,56,6,5,2,5,5,0,0
375,1982,Bachelor,Partner,50272.0,1,0,2013-07-08,75,99,13,66,43,8,4,3,4,1,5,7,0,0
376,1970,Bachelor,Single,24163.0,1,1,2013-12-10,3,4,1,7,2,1,2,2,1,0,3,4,0,0
377,1951,Master,Partner,59385.0,1,1,2013-04-28,85,135,0,10,0,4,36,2,3,1,4,5,0,0
378,1956,Bachelor,Partner,46097.0,0,1,2013-03-31,11,72,24,68,65,4,8,5,3,1,6,4,0,0
379,1988,Associate,Single,23331.0,1,0,2012-05-10,97,104,20,101,24,15,5,6,5,1,5,9,0,0
380,1959,Bachelor,Partner,54753.0,0,1,2013-12-09,87,197,107,227,7,59,131,3,5,2,11,4,0,0
381,1966,Master,Divorced,29435.0,1,1,2012-06-08,11,70,3,37,4,2,64,4,3,2,2,9,0,1
382,1976,Master,Partner,65104.0,0,1,2013-11-14,4,738,0,232,13,20,50,2,3,5,7,7,0,0
383,1984,Bachelor,Partner,37235.0,1,0,2014-01-02,68,20,2,9,4,6,20,1,1,1,2,4,0,0
384,1971,Bachelor,Married,37150.0,1,0,2012-11-09,80,167,37,64,49,34,116,8,4,3,6,7,0,0
385,1952,Bachelor,Single,53700.0,0,1,2012-08-17,94,263,5,233,69,41,83,4,5,5,8,5,0,0
386,1968,Master,Partner,43795.0,0,1,2013-10-16,11,314,11,53,4,3,107,3,7,3,4,7,0,1
387,1992,Bachelor,Married,34935.0,0,0,2013-06-21,71,34,4,66,3,10,20,1,2,1,4,7,0,0
388,1973,Associate,Married,43050.0,1,0,2014-03-18,10,30,5,24,6,3,8,2,2,0,4,5,0,0
389,1965,Associate,Married,46891.0,0,1,2013-01-09,91,43,12,23,29,15,61,1,2,1,4,4,0,0
390,1967,Doctorate,Partner,62981.0,0,0,2013-03-17,21,796,14,590,38,44,0,1,4,5,13,3,0,0
391,1979,Bachelor,Married,27244.0,1,0,2014-07-03,84,6,5,17,3,24,46,2,2,2,2,7,0,0
392,1972,Bachelor,Married,77981.0,1,0,2013-05-26,78,138,120,204,16,126,60,3,7,4,7,5,0,0
393,1971,Associate,Married,54690.0,1,1,2013-07-11,76,111,16,37,7,9,18,3,3,1,5,3,0,0
394,1965,Bachelor,Single,66294.0,0,0,2014-03-17,68,251,108,334,65,92,117,1,4,3,5,2,0,0
395,1968,Doctorate,Divorced,42564.0,0,1,2013-02-01,28,324,48,186,39,18,198,6,6,8,4,7,0,1
396,1957,Doctorate,Married,44155.0,1,1,2014-01-19,24,22,1,9,0,0,14,1,1,1,2,4,0,0
397,1970,Master,Married,36138.0,1,1,2013-07-16,48,130,0,16,0,0,5,5,3,1,4,7,0,0
398,1970,Bachelor,Married,69016.0,0,1,2012-11-22,61,726,53,363,123,107,161,4,8,9,13,5,0,0
399,1983,Bachelor,Married,,1,0,2013-11-15,11,5,5,6,0,2,1,1,1,0,2,7,0,0
400,1957,Bachelor,Partner,42213.0,0,1,2013-12-10,96,309,3,24,4,3,20,2,5,1,7,7,0,0
401,1976,Master,Married,53204.0,1,1,2014-03-20,40,29,0,8,2,0,6,1,1,0,3,4,0,0
402,1973,Bachelor,Single,34853.0,1,1,2013-12-23,75,9,3,15,2,3,2,2,2,0,3,6,0,0
403,1972,Doctorate,Single,55260.0,0,1,2012-12-12,81,825,8,53,11,0,242,2,8,10,5,6,0,0
404,1954,Master,Partner,36634.0,0,1,2013-05-28,0,213,9,76,4,3,30,3,5,2,5,7,0,0
405,1970,Bachelor,Divorced,54137.0,0,1,2013-08-16,46,171,0,11,0,1,20,2,4,1,4,6,0,0
406,1967,Master,Single,59235.0,1,0,2013-12-01,4,448,40,469,80,0,91,3,11,2,12,7,0,0
407,1956,Master,Married,63915.0,0,2,2013-07-30,2,622,7,115,30,0,15,2,6,3,12,5,0,0
408,1966,Bachelor,Married,80398.0,0,0,2012-10-11,92,342,51,936,207,35,26,1,5,8,12,3,0,0
409,1961,Doctorate,Partner,32583.0,1,1,2014-06-15,10,5,0,3,0,0,1,1,1,0,2,7,0,0
410,1982,Master,Single,75777.0,0,0,2013-04-07,12,712,26,538,69,13,80,1,3,6,11,1,0,1
411,1990,Master,Single,91172.0,0,0,2013-03-27,94,162,28,818,0,28,56,0,4,3,7,3,0,1
412,1973,Master,Divorced,44051.0,1,1,2013-01-29,20,79,7,58,6,3,18,4,3,1,4,6,0,1
413,1956,Associate,Divorced,31395.0,1,1,2013-03-23,80,23,1,25,0,8,7,4,2,1,3,6,0,0
414,1988,Doctorate,Married,67546.0,0,0,2012-08-31,90,864,134,768,150,38,172,1,4,10,5,3,0,0
415,1971,Master,Partner,71499.0,0,1,2013-06-25,12,465,25,132,136,0,37,2,8,3,13,4,0,0
416,1980,High School,Married,25965.0,0,0,2012-07-09,29,2,2,11,41,7,11,1,2,0,3,8,0,0
417,1975,Bachelor,Single,73170.0,0,0,2014-05-31,1,184,174,256,50,30,32,1,5,4,6,2,0,0
418,1975,Doctorate,Divorced,60554.0,1,0,2013-09-08,8,588,7,76,110,15,15,2,8,4,9,6,0,0
419,1952,Master,Married,77027.0,0,1,2014-05-02,23,820,57,242,45,0,11,2,8,3,6,4,0,0
420,1975,Bachelor,Married,65106.0,0,1,2014-05-24,55,790,19,133,12,0,19,3,8,3,13,6,0,0
421,1950,Bachelor,Married,80763.0,0,0,2013-08-15,17,674,168,108,192,42,231,1,5,11,6,3,0,1
422,1987,Bachelor,Married,75794.0,0,0,2013-12-24,33,754,160,625,63,32,48,1,7,5,12,3,0,0
423,1991,Master,Single,90638.0,0,0,2014-02-13,29,1156,120,915,94,144,96,1,3,4,10,1,0,0
424,1976,Bachelor,Single,20180.0,0,0,2013-02-20,27,18,42,24,15,20,18,1,2,1,4,7,0,0
425,1952,Bachelor,Single,84574.0,0,0,2013-04-06,72,387,20,713,38,54,163,1,9,11,11,5,0,0
426,1968,Associate,Married,48985.0,0,1,2013-05-07,13,19,13,18,10,7,8,1,1,1,3,3,0,0
427,1978,Bachelor,Partner,42554.0,1,1,2013-12-01,93,29,1,11,0,0,0,2,2,0,3,4,0,0
428,1962,Bachelor,Partner,72025.0,0,0,2012-11-17,27,833,33,549,151,133,233,1,4,3,8,3,0,0
429,1978,Doctorate,Married,37717.0,1,0,2012-11-23,31,9,0,6,4,1,5,1,1,0,2,9,0,0
430,1986,Bachelor,Married,79529.0,0,0,2014-04-27,1,423,42,706,73,197,197,1,4,8,9,2,0,0
431,1948,Bachelor,Partner,51315.0,0,0,2014-02-23,45,68,28,39,16,30,41,1,2,2,5,2,0,0
432,1959,Bachelor,Married,65031.0,0,1,2013-03-17,29,258,107,291,84,37,86,4,10,3,13,7,0,0
433,1975,Bachelor,Partner,76532.0,1,1,2013-09-09,38,355,30,177,90,138,30,4,9,5,7,5,0,0
434,1951,Associate,Married,78497.0,0,0,2013-01-12,44,207,26,447,75,0,223,1,5,7,12,2,0,0
435,1959,Doctorate,Married,52854.0,1,1,2014-03-24,43,105,0,10,0,1,0,2,2,1,4,5,0,0
436,1988,Associate,Partner,45204.0,1,0,2014-11-04,93,30,11,25,29,1,18,1,1,1,4,3,0,0
437,1986,Bachelor,Single,39146.0,1,0,2013-02-14,1,94,1,33,13,12,12,3,4,0,4,8,0,0
438,1955,Associate,Married,62972.0,0,1,2012-03-08,39,313,15,47,20,0,192,2,7,4,3,6,0,0
439,1957,Master,Other,65487.0,0,0,2014-10-01,48,240,67,500,199,0,163,3,3,5,6,2,0,0
440,1991,Associate,Single,61618.0,0,0,2012-09-29,27,605,91,399,0,45,205,2,3,6,8,3,0,0
441,1949,Master,Married,36408.0,1,1,2013-09-21,11,9,1,4,3,2,3,1,1,0,2,6,0,0
442,1968,Bachelor,Divorced,36997.0,1,1,2013-01-02,72,43,4,12,8,0,27,5,2,1,4,5,0,0
443,1977,Bachelor,Married,72117.0,0,1,2013-08-20,34,707,20,171,65,60,50,1,9,7,9,5,0,0
444,1959,Bachelor,Partner,71706.0,0,1,2012-11-13,16,931,56,253,91,98,14,4,9,5,7,5,0,0
445,1956,Bachelor,Married,62503.0,0,1,2013-02-18,40,478,0,193,110,75,117,4,8,3,11,5,0,0
446,1968,Doctorate,Divorced,69674.0,0,2,2013-05-22,46,554,41,215,11,0,24,3,10,2,10,5,0,0
447,1966,Bachelor,Single,34704.0,0,1,2013-04-27,65,29,0,5,0,1,5,1,1,0,3,5,0,0
448,1975,Master,Partner,17459.0,1,0,2013-09-19,12,6,4,16,3,10,30,3,3,1,2,7,0,1
449,1957,Master,Married,66726.0,1,1,2014-12-01,61,349,7,35,0,0,47,3,8,2,4,7,0,0
450,1975,Associate,Partner,34984.0,1,1,2012-06-09,40,8,4,15,3,5,3,2,1,0,3,7,0,0
451,1977,Doctorate,Married,61996.0,0,1,2013-01-31,27,1050,12,144,0,0,24,3,6,4,8,5,0,1
452,1971,Bachelor,Married,73691.0,0,1,2013-06-11,58,707,21,250,85,43,73,2,6,2,8,2,0,0
453,1984,Bachelor,Married,31761.0,1,0,2014-05-04,96,19,1,20,16,14,28,2,3,0,4,5,0,0
454,1975,Bachelor,Single,84196.0,0,1,2013-03-06,56,215,63,507,231,31,190,1,8,4,7,3,0,0
455,1978,Bachelor,Partner,53172.0,0,1,2013-06-05,54,121,62,90,68,20,125,3,2,3,8,3,0,0
456,1974,Master,Partner,21255.0,1,0,2014-01-21,56,29,0,25,2,2,3,4,2,1,4,4,0,0
457,1944,Master,Widowed,45006.0,0,0,2013-07-18,90,162,25,53,16,0,10,1,3,1,7,3,0,0
458,1970,Bachelor,Partner,38200.0,1,1,2012-07-12,19,12,0,4,0,0,1,1,1,0,2,7,0,0
459,1952,Bachelor,Divorced,69142.0,0,1,2014-06-29,50,448,4,34,6,4,39,3,8,1,7,5,0,0
460,1966,Associate,Single,89572.0,0,0,2012-09-15,44,606,24,974,197,194,64,1,7,7,9,4,0,1
461,1958,Doctorate,Single,79761.0,0,1,2013-04-10,32,415,5,124,15,35,11,1,5,2,11,3,0,0
462,1971,Master,Divorced,42835.0,1,1,2013-06-30,64,379,4,93,12,9,98,7,6,6,4,6,0,0
463,1975,Associate,Divorced,67893.0,0,1,2012-01-10,31,711,28,142,49,18,47,2,3,2,9,8,0,0
464,1960,Master,Single,98777.0,0,0,2014-02-17,23,1000,19,711,125,115,38,0,4,6,9,1,0,0
465,1982,Bachelor,Partner,40479.0,1,0,2013-08-17,95,5,0,8,2,0,0,1,0,0,3,4,0,0
466,1952,Master,Partner,43776.0,1,1,2013-03-02,9,177,2,71,3,2,20,6,5,2,4,8,0,1
467,1987,Bachelor,Married,17323.0,0,0,2012-10-10,38,3,14,17,6,1,5,1,1,0,3,8,0,0
468,1977,Bachelor,Married,30368.0,0,1,2013-07-11,97,35,0,13,2,0,2,2,2,0,3,8,0,0
469,1978,Bachelor,Married,28442.0,2,0,2014-02-24,53,19,3,10,11,8,6,3,2,1,4,4,0,0
470,1972,Doctorate,Married,79930.0,0,0,2012-08-08,72,792,86,740,67,51,17,1,3,5,8,2,0,0
471,1977,Master,Married,55842.0,0,1,2014-05-23,19,451,0,39,0,4,24,1,7,1,8,5,0,0
472,1972,Doctorate,Single,41644.0,1,1,2014-09-05,67,20,3,4,2,0,2,2,1,0,3,3,0,0
473,1956,Master,Partner,50898.0,1,1,2013-08-01,88,285,28,242,55,114,135,13,6,2,12,5,0,0
474,1973,Bachelor,Divorced,71128.0,1,0,2012-06-10,80,958,159,447,20,0,31,3,2,10,12,7,0,0
475,1970,Bachelor,Married,63684.0,0,1,2012-11-26,61,575,80,428,208,93,80,3,8,4,8,5,0,0
476,1976,Associate,Partner,26326.0,0,0,2013-04-09,12,1,0,5,0,3,9,1,0,0,3,3,1,0
